LAT_LON,ZIP_CODE_IMPUTED
"40.680244, -73.87661",11208
"40.738598, -73.79523",11365
"40.70604, -73.94129",11206
"40.848667, -73.939186",10033
"40.768795, -73.78583",11361
"40.74712, -73.94239",11101
"40.6967, -73.91031",11237
"40.610477, -74.09396",10304
"40.72616, -73.76698",11423
"40.657093, -73.95026",11225
"40.638897, -74.01678",11220
"40.6104, -73.9586",11230
"40.71286, -73.96579",11249
"40.686752, -73.99605",11201
"40.84825, -73.90975",10453
"40.6763604, -73.8664247",11208
"40.716, -73.74546",11001
"40.71781, -73.80358",11432
"40.740692, -73.84418",11368
"40.623123, -74.1676",10303
"40.662014, -73.886826",11207
"40.695713, -73.926506",11221
"40.75771, -73.93216",11106
"40.84954, -73.93641",10033
"40.73197, -73.78651",11365
"40.66743, -73.76676",11434
"40.73442, -73.92238",11104
"40.797035, -73.929825",10035
"40.693733, -73.990456",11201
"40.668636, -73.79189",11436
"40.640263, -74.019035",11220
"40.8453, -73.93827",10033
"40.738518, -73.80001",11367
"40.70766, -73.78773",11432
"40.757473, -73.91582",11103
"40.866066, -73.89438",10468
"40.667904, -73.883606",11207
"40.67509, -73.89187",11207
"40.588547, -74.1453",10314
"40.665737, -73.75194",11413
"40.851685, -73.94312",10034
"40.75888, -73.93011",11106
"40.58646, -73.81544",11693
"40.71008, -73.84848",11375
"40.58017, -73.82886",11694
"40.736103, -73.90567",11377
"40.77041, -73.87558",11369
"40.5796, -73.954445",11235
"40.699505, -73.88883",11385
"40.713993, -73.831924",11415
"40.897884, -73.83969",10466
"40.76524, -73.95788",10065
"40.76027, -73.80401",11358
"40.6929, -73.928055",11221
"40.680992, -73.75509",11413
"40.880245, -73.85494",10469
"40.742012, -73.78278",11365
"40.59399, -73.9962",11214
"40.769848, -73.98432",10023
"40.665062, -73.90281",11212
"40.764122, -73.812775",11354
"40.701794, -73.80634",11208
"40.602028, -74.18777",10311
"40.720707, -73.981316",10009
"40.776646, -73.819664",11357
"40.84731, -73.9149",10453
"40.69564, -73.99739",11201
"40.540447, -74.165",10312
"40.779476, -73.97358",10024
"40.622585, -73.96281",11230
"40.715927, -73.957634",11211
"40.746403, -73.97973",10016
"40.613655, -73.978",11204
"40.772697, -73.93269",11102
"40.827103, -73.94997",10031
"40.72766, -73.92938",11211
"40.761597, -73.9246",11106
"40.786938, -73.979294",10024
"40.731506, -73.895805",11378
"40.739185, -73.901764",11377
"40.879814, -73.86149",10467
"40.57089, -74.1479",10306
"40.63747, -73.91918",11234
"40.648026, -74.014084",11220
"40.683304, -73.917274",11233
"40.630516, -74.139565",10302
"40.70579, -74.003876",10038
"40.87844, -73.84411",10469
"40.86786, -73.84123",10469
"40.62147, -73.95072",11210
"40.81636, -73.954094",10027
"40.85132, -73.90842",10453
"40.59553, -73.99886",11214
"40.79347, -73.93726",10029
"40.783024, -73.98213",10024
"40.6015, -74.129364",10314
"40.60212, -74.013145",11252
"40.728848, -73.75087",11427
"40.738754, -74.00647",10014
"40.747906, -73.710304",11004
"40.729687, -73.99861",10012
"40.777023, -73.8126",11357
"40.703587, -73.944336",11206
"40.81847, -73.9414",10030
"40.63887, -74.13125",10302
"40.69444, -73.815125",11419
"40.6803904, -73.949557",11216
"40.85821, -73.91679",10453
"40.66933, -73.777",11434
"40.64978, -73.94947",11226
"40.666138, -73.948074",11225
"40.5442, -74.22293",10309
"40.725174, -73.83739",11375
"40.642017, -73.96266",11226
"40.747112, -73.96894",10158
"40.620255, -73.936874",11234
"40.763695, -73.81911",11354
"40.545578, -74.22228",10309
"40.597435, -73.74621",11691
"40.60375, -73.76746",11691
"40.761856, -73.96343",10065
"40.7404615, -73.8443678",11368
"40.84915, -73.917336",10453
"40.85052, -73.92921",10040
"40.665836, -73.75739",11413
"40.680748, -73.78948",11434
"40.656372, -74.009384",11232
"40.788177, -73.8005",11357
"40.598114, -74.16249",10314
"40.74404, -73.82754",11355
"40.831196, -73.90026",10456
"40.662556, -73.91963",11212
"40.692795, -73.92116",11221
"40.61483, -74.1365",10314
"40.877354, -73.910614",10463
"40.618454, -73.98744",11204
"40.81467, -73.93623",10030
"40.80123, -73.9577",10026
"40.594406, -74.14159",10314
"40.757442, -73.90084",11370
"40.607918, -74.138916",10314
"40.80639, -73.94431",10027
"40.670498, -73.76643",11434
"40.583252, -73.952515",11235
"40.830837, -73.9166",10456
"40.640354, -74.13157",10302
"40.61446, -74.1366",10314
"40.611324, -74.00602",11228
"40.610317, -73.98304",11204
"40.6528, -73.86389",11239
"40.704536, -73.75472",11412
"40.71679, -73.94982",11222
"40.79275, -73.97132",10025
"40.75855, -73.924866",11106
"40.837517, -73.91479",10452
"40.61393, -74.16409",10314
"40.864403, -73.923775",10034
"40.611473, -74.17623",10314
"40.686146, -73.78823",11434
"40.731083, -73.83442",11367
"40.770916, -73.889046",11370
"40.815975, -73.91102",10455
"40.636833, -74.13876",10302
"40.677773, -73.93587",11225
"40.609104, -74.15211",10314
"40.69511, -73.81249",11435
"40.68268, -73.922676",11233
"40.702435, -73.99327",11201
"40.824806, -73.91352",10451
"40.78587, -73.84955",11356
"40.608776, -74.14718",10314
"40.676834, -73.760704",11434
"40.81183, -73.96112",10027
"40.770428, -73.92364",11102
"40.643566, -74.00475",11220
"40.573994, -73.85278",11694
"40.671204, -73.90051",11207
"40.883858, -73.855896",10466
"40.746143, -73.82718",11355
"40.853813, -73.90851",10453
"40.590015, -74.09177",10305
"40.62419, -74.148994",10314
"40.683434, -73.8343",11417
"40.67378, -73.779625",11434
"40.691082, -73.98345",11201
"40.560852, -74.19991",10312
"40.608936, -74.12566",10314
"40.703285, -73.895454",11385
"40.783333, -73.911415",11105
"40.672195, -73.91133",11233
"40.73407, -73.999664",10014
"40.78212, -73.77128",11361
"40.795536, -73.977234",10024
"40.873795, -73.83582",10469
"40.681274, -73.90425",11207
"40.82336, -73.947174",10031
"40.760365, -73.97377",10022
"40.8562, -73.90523",10453
"40.743187, -73.97207",10158
"40.651012, -73.91024",11236
"40.669228, -73.8962",11207
"40.74573, -73.98022",10016
"40.807518, -73.92611",10454
"40.663795, -73.99778",11232
"40.54959, -74.1374",10308
"40.897808, -73.85262",10466
"40.67831, -73.869804",11208
"40.629677, -73.94151",11210
"40.881073, -73.878494",10467
"40.678574, -73.916306",11233
"40.68771, -73.845345",11416
"40.769222, -73.92221",11102
"40.851818, -73.94186",10033
"40.69215, -73.86216",11421
"40.697918, -73.9728",11205
"40.68963, -73.98575",11201
"40.61739, -73.99194",11204
"40.845303, -73.847115",10461
"40.6527, -73.956055",11226
"40.76803, -73.87722",11369
"40.7601, -73.98482",10019
"40.70657, -73.75464",11412
"40.680676, -73.91404",11233
"40.811733, -73.9267",10454
"40.668358, -73.95592",11225
"40.635685, -74.012955",11220
"40.745327, -73.922066",11104
"40.823845, -73.896866",10459
"40.88042, -73.84427",10466
"40.854904, -73.89645",10457
"40.821384, -73.95415",10031
"40.685947, -73.80224",11435
"40.69313, -73.96984",11205
"40.791733, -73.84792",11356
"40.826515, -73.917946",10451
"40.72952, -74.00514",10014
"40.852806, -73.90477",10453
"40.65904, -73.87593",11208
"40.899628, -73.84435",10466
"40.697853, -73.93325",11206
"40.652115, -73.916664",11236
"40.821266, -73.86389",10473
"40.61796, -73.99138",11204
"40.702675, -73.93396",11206
"40.83661, -73.92234",10452
"40.67363, -73.95401",11216
"40.675632, -73.89878",11207
"40.690002, -73.92413",11221
"40.755398, -73.77654",11361
"40.8022, -73.9678",10025
"40.692547, -73.90736",11207
"40.672512, -73.97043",11238
"40.696167, -73.8045",11435
"40.710785, -73.95995",11211
"40.6953, -73.812096",11436
"40.838108, -73.914246",10452
"40.572132, -74.10809",10306
"40.63617, -74.160225",10303
"40.670326, -73.88878",11207
"40.634945, -73.9325",11203
"40.656105, -74.00594",11209
"40.755833, -73.92816",11106
"40.878742, -73.87255",10467
"40.58185, -73.8473",11694
"40.689648, -73.9184",11221
"40.69015, -73.99864",11201
"40.8651, -73.92189",10034
"40.65735, -73.97405",11218
"40.62356, -73.927376",11234
"40.636578, -74.03662",11209
"40.89788, -73.884514",10471
"40.88839, -73.84666",10466
"40.674755, -73.91109",11233
"40.64242, -73.961754",11226
"40.74355, -73.73246",11426
"40.895676, -73.877014",10470
"40.672142, -73.77373",11434
"40.54823, -74.220665",10309
"40.59275, -73.95016",11235
"40.621178, -73.93005",11234
"40.909626, -73.8966",10471
"40.656216, -73.882515",11239
"40.746773, -73.90885",11377
"40.61183, -74.00108",11214
"40.744717, -73.86786",11373
"40.70926, -73.764824",11423
"40.69564, -73.929245",11221
"40.859245, -73.81814",10475
"40.722324, -74.01176",10013
"40.697247, -73.932846",11206
"40.686367, -73.929756",11221
"40.72255, -74.00631",10014
"40.827194, -73.944374",10031
"40.70299, -73.82519",11415
"40.849804, -73.92033",10453
"40.784725, -73.83943",11356
"40.751102, -73.8912",11372
"40.8450473, -73.8714799",10460
"40.8940972, -73.9082784",10471
"40.5835422, -73.9841751",11224
"40.6781564, -73.9441507",11203
"40.835293, -73.881935",10460
"40.834465, -73.92311",10452
"40.781715, -73.98682",10069
"40.715576, -73.776146",11432
"40.856323, -73.87244",10458
"40.832714, -73.92876",10452
"40.605423, -74.120865",10314
"40.659336, -73.90907",11212
"40.781837, -73.979294",10024
"40.667915, -73.996414",11215
"40.806126, -73.967384",10025
"40.680504, -73.90629",11233
"40.627415, -74.16045",10303
"40.5731, -74.00143",11224
"40.67469, -73.79804",11436
"40.802498, -73.94092",10035
"40.5988, -73.98866",11214
"40.634117, -73.94588",11210
"40.643894, -73.93826",11203
"40.632263, -74.13768",10302
"40.63445, -74.1398",10302
"40.600754, -74.009865",11214
"40.59888, -73.820694",11693
"40.710682, -73.98471",10002
"40.66919, -73.77249",11434
"40.76974, -73.982124",10023
"40.888687, -73.84018",10466
"40.581448, -73.852165",11694
"40.85119, -73.84434",10469
"40.616608, -74.14234",10314
"40.75987, -73.73428",11362
"40.83542, -73.86809",10472
"40.690647, -73.85839",11421
"40.769897, -73.91344",11103
"40.740566, -73.81939",11355
"40.860306, -73.90949",10453
"40.687084, -73.8361",11416
"40.76817, -73.9528",10021
"40.620857, -74.1318",10314
"40.60912, -73.99356",11214
"40.65794, -73.936874",11203
"40.626163, -74.15742",10303
"40.67957, -73.83679",11417
"40.709206, -73.99607",10002
"40.6702, -73.86777",11208
"40.532402, -74.22489",10309
"40.696995, -73.95475",11205
"40.569862, -74.11682",10306
"40.609497, -74.12197",10314
"40.5945347, -74.1619441",10314
"40.878185, -73.88145",10467
"40.72237, -73.84609",11375
"40.694363, -73.756165",11412
"40.639057, -74.03669",11209
"40.697556, -73.91181",11237
"40.871395, -73.89308",10468
"40.73163, -73.72318",11426
"40.714214, -73.94773",11211
"40.73804, -73.936806",11101
"40.6174, -73.9995",11204
"40.679348, -73.73048",11422
"40.7171, -73.9986",10013
"40.747925, -73.88114",11368
"40.61652, -73.98586",11204
"40.58862, -73.81702",11693
"40.72224, -73.9863",10002
"40.547535, -74.1803",10312
"40.599247, -74.00146",11214
"40.71347, -73.75926",11412
"40.759308, -73.9653",10022
"40.612564, -73.98998",11204
"40.756767, -73.98272",10019
"40.632698, -74.166306",10303
"40.729343, -74.00366",10014
"40.754093, -73.99209",10018
"40.664413, -73.88727",11207
"40.5437, -74.17692",10312
"40.702126, -73.834816",11418
"40.73339, -74.00428",10014
"40.850414, -73.93455",10033
"40.759724, -73.78322",11361
"40.851658, -73.921394",10040
"40.67329, -73.95703",11238
"40.80924, -73.95301",10027
"40.71487, -73.7291",11429
"40.74359, -73.92242",11104
"40.66336, -73.93456",11203
"40.638786, -73.94538",11203
"40.61913, -74.15988",10314
"40.70924, -73.756935",11412
"40.71665, -73.80041",11432
"40.627186, -73.9431",11210
"40.607662, -73.98348",11223
"40.701912, -73.93699",11206
"40.790344, -73.81984",11357
"40.75379, -73.91548",11103
"40.763966, -73.92267",11106
"40.665398, -73.82952",11414
"40.67197, -73.94007",11213
"40.670025, -73.84787",11422
"40.848637, -73.91169",10453
"40.74463, -73.90263",11377
"40.701584, -73.88515",11385
"40.663643, -73.89084",11207
"40.87525, -73.8756",10467
"40.704712, -73.727425",11429
"40.8233983, -73.8803342",10474
"40.7317094, -73.8718753",11373
"40.717724, -73.98577",10002
"40.7691, -73.817345",11354
"40.8448, -73.92264",10452
"40.596954, -74.07868",10305
"40.53541, -74.19216",10309
"40.829823, -73.90773",10456
"40.83349, -73.86138",10462
"40.874756, -73.87387",10467
"40.609554, -73.96631",11230
"40.59814, -73.983574",11223
"40.672054, -73.95563",11216
"40.610504, -73.95767",11230
"40.661495, -73.939896",11203
"40.648777, -73.92039",11203
"40.827168, -73.896225",10459
"40.698616, -73.77664",11433
"40.602997, -73.939476",11229
"40.57409, -74.0063",11224
"40.59799, -74.00568",11214
"40.82111, -73.92749",10451
"40.637096, -74.12897",10302
"40.838436, -73.88263",10460
"40.5243, -74.2018",10309
"40.59321, -73.78072",11691
"40.827183, -73.853096",10472
"40.75904, -73.807945",11355
"40.747246, -73.83107",11355
"40.5667, -74.19389",10312
"40.711033, -74.01454",10005
"40.655994, -73.90919",11212
"40.771744, -73.875275",11371
"40.842194, -73.94541",10032
"40.81108, -73.9273",10451
"40.72657, -73.852646",11375
"40.73226, -74.003586",10014
"40.77304, -73.83052",11354
"40.586777, -74.16835",10314
"40.592762, -73.99257",11214
"40.542427, -74.14591",10308
"40.715885, -73.80607",11432
"40.724876, -73.975174",10009
"40.603474, -73.978836",11223
"40.652794, -73.946884",11226
"40.772877, -73.993416",10069
"40.722786, -74.00966",10013
"40.76856, -73.906975",11105
"40.843597, -73.90587",10457
"40.743317, -73.731384",11426
"40.740707, -73.813095",11355
"40.63342, -74.15812",10303
"40.781273, -73.976006",10024
"40.841698, -73.89151",10460
"40.768646, -73.96983",10065
"40.87627, -73.888084",10468
"40.752117, -73.96475",10022
"40.835087, -73.82538",10465
"40.87931, -73.90314",10463
"40.66636, -73.97872",11215
"40.662296, -73.98874",11215
"40.60386, -74.00979",11214
"40.76767, -73.817375",11354
"40.6303, -74.13486",10302
"40.84366, -73.92005",10452
"40.63345, -74.13524",10302
"40.860287, -73.90494",10468
"40.64423, -74.014915",11219
"40.699978, -73.98779",11201
"40.752434, -73.89748",11377
"40.709007, -73.832634",11415
"40.70212, -73.90959",11385
"40.74641, -73.95032",11101
"40.75541, -73.83842",11355
"40.869194, -73.88039",10458
"40.71242, -73.82932",11415
"40.854057, -73.898315",10457
"40.722122, -74.00977",10013
"40.590084, -73.95476",11235
"40.600567, -73.7621",11691
"40.856037, -73.83284",10461
"40.86038, -73.88889",10458
"40.761837, -73.759415",11361
"40.63697, -74.15141",10303
"40.822735, -73.94763",10031
"40.654472, -73.945145",11210
"40.84271, -73.89037",10457
"40.735466, -73.87771",11373
"40.827282, -73.95361",10031
"40.867958, -73.887695",10458
"40.717186, -74.0129",10282
"40.6392, -73.938736",11203
"40.754276, -73.90902",11377
"40.787685, -73.81528",11357
"40.841423, -73.92867",10452
"40.751602, -73.93384",11101
"40.72626, -73.72387",11426
"40.762226, -73.834076",11354
"40.86028, -73.89405",10458
"40.87134, -73.84793",10469
"40.70143, -73.88701",11385
"40.748466, -73.87352",11373
"40.626556, -74.0916",10301
"40.605038, -74.12084",10314
"40.76492, -73.93861",11106
"40.690998, -73.84141",11418
"40.815525, -73.89503",10451
"40.544075, -74.15808",10308
"40.66997, -73.9757",11215
"40.60023, -73.9956",11214
"40.76531, -73.99134",10019
"40.615353, -73.89708",11236
"40.584625, -74.15764",10314
"40.817173, -73.94607",10030
"40.767597, -73.88539",11375
"40.621998, -74.147156",10302
"40.639446, -74.02696",11220
"40.625313, -74.17835",10303
"40.672714, -73.89032",11207
"40.828133, -73.84518",10461
"40.759327, -73.82597",11354
"40.753143, -73.89062",11373
"40.62459, -74.14129",10302
"40.739635, -73.86074",11368
"40.65869, -73.950424",11225
"40.605495, -73.98307",11223
"40.607666, -74.0336",11252
"40.772984, -73.88942",11370
"40.6957, -73.75674",11412
"40.78049, -73.983986",10023
"40.635647, -74.158",10303
"40.606556, -73.973625",11223
"40.6708, -73.83596",11417
"40.774, -73.83001",11354
"40.74209, -73.854324",11368
"40.743374, -73.83591",11355
"40.577003, -74.00217",11224
"40.62748, -74.01789",11209
"40.675224, -73.89097",11207
"40.789623, -73.94007",10029
"40.728603, -74.005325",10014
"40.594902, -74.14273",10314
"40.668625, -73.738235",11422
"40.70114, -73.73827",11411
"40.532116, -74.15603",10312
"40.67506, -73.916626",11233
"40.702343, -73.94239",11206
"40.692856, -73.74703",11412
"40.682426, -73.937935",11216
"40.627293, -74.16622",10303
"40.69488, -73.94042",11206
"40.750988, -73.99063",10001
"40.691765, -73.99992",11208
"40.623623, -73.92637",11234
"40.645596, -73.999054",11232
"40.69494, -73.780396",11433
"40.862087, -73.91331",10468
"40.61244, -74.13231",10314
"40.73602, -73.98228",10010
"40.896694, -73.853516",10466
"40.54287, -74.21532",10309
"40.727962, -73.95008",11222
"40.638218, -74.14379",10302
"40.725876, -73.76007",11427
"40.84739, -73.92832",10034
"40.73453, -73.99227",10003
"40.85238, -73.9315",10033
"40.743267, -73.874664",11373
"40.716194, -73.95064",11222
"40.845306, -73.91834",10452
"40.70317, -73.754105",11412
"40.77305, -73.92148",11102
"40.674778, -73.765625",11434
"40.71955, -74.000626",10013
"40.685772, -73.81819",11419
"40.696205, -73.96159",11205
"40.791466, -73.97411",10024
"40.871193, -73.9141",10034
"40.75388, -73.96616",10022
"40.634644, -73.880905",11239
"40.59143, -73.99037",11214
"40.701763, -73.81618",11435
"40.70455, -73.87336",11385
"40.840107, -73.92478",10452
"40.765987, -73.759224",11361
"40.63636, -74.1453",10303
"40.855755, -73.88544",10458
"40.613476, -74.003784",11228
"40.673298, -73.789894",11436
"40.61504, -74.06685",10305
"40.689728, -73.99017",11201
"40.89989, -73.89553",10471
"40.76301, -73.7942",11358
"40.745834, -73.7724182",11364
"40.746918, -73.97124",10016
"40.7283988, -73.8330164",11367
"40.695583, -73.92078",11221
"40.682888, -73.78488",11434
"40.722534, -73.95935",11249
"40.67046, -73.87704",11208
"40.76979, -73.988075",10019
"40.680744, -73.84225",11417
"40.60644, -73.81953",11693
"40.699814, -73.93236",11206
"40.78322, -73.84586",11356
"40.84661, -73.93213",10033
"40.757534, -73.86658",11368
"40.814266, -73.912964",10455
"40.693886, -73.999245",11201
"40.604355, -74.01075",11214
"40.79157, -73.94469",10029
"40.70504, -73.959045",11206
"40.6877, -73.91095",11207
"40.835297, -73.93116",10452
"40.63413, -73.928505",11234
"40.758507, -73.83882",11354
"40.738945, -73.81228",11367
"40.595444, -73.779045",11691
"40.884033, -73.89797",10463
"40.577488, -73.95522",11235
"40.700005, -73.90296",11385
"40.853138, -73.9017",10457
"40.748737, -73.758385",11364
"40.709522, -74.00579",10038
"40.765324, -73.816185",11354
"40.82391, -73.94244",10039
"40.678364, -73.77949",11434
"40.69432, -73.99888",11201
"40.880623, -73.84047",10469
"40.612724, -73.94418",11229
"40.690655, -73.889175",11385
"40.77535, -73.80956",11354
"40.632538, -74.133606",10302
"40.84807, -73.91876",10453
"40.664707, -73.92824",11212
"40.59933, -73.75632",11691
"40.66704, -73.85647",11208
"40.792347, -73.95253",10029
"40.718853, -74.00485",10013
"40.68987, -73.988304",11201
"40.752464, -73.74344",11362
"40.635536, -74.156975",10303
"40.797, -73.93778",10029
"40.637276, -73.93177",11203
"40.7858, -73.821915",11357
"40.602055, -74.16707",10314
"40.651714, -73.882706",11239
"40.58765, -74.15477",10314
"40.64491, -73.95256",11226
"40.59016, -74.1592",10314
"40.60715, -73.89837",11234
"40.84812, -73.92971",10040
"40.682667, -74.0023",11231
"40.707577, -73.92884",11237
"40.736435, -73.836586",11367
"40.85487, -73.88619",10458
"40.754658, -73.833115",11358
"40.657665, -74.00093",11232
"40.83495, -73.94691",10032
"40.679855, -73.7714",11434
"40.61763, -73.94129",11234
"40.533, -74.199356",10309
"40.786423, -73.94239",10029
"40.828405, -73.8439078",10465
"40.6954688, -73.9828246",11201
"40.578995, -73.96491",11235
"40.65011, -73.930214",11203
"40.76666, -73.94542",10044
"40.66602, -73.896324",11207
"40.690403, -73.903595",11207
"40.762104, -73.960144",10065
"40.63987, -73.950325",11226
"40.82207, -73.94993",10031
"40.773872, -73.98223",10023
"40.7606, -73.964325",10022
"40.628746, -73.88878",11236
"40.753143, -74.007416",10199
"40.70435, -74.00612",10005
"40.80682, -73.96106",10115
"40.611603, -73.91971",11234
"40.58077, -73.96556",11235
"40.87296, -73.87495",10467
"40.818798, -73.89213",10459
"40.853535, -73.938385",10033
"40.68671, -73.979065",11221
"40.733116, -73.87058",11417
"40.730286, -73.99808",10012
"40.604767, -73.99088",11214
"40.68951, -73.948044",11216
"40.76948, -73.95787",10035
"40.61619, -74.13898",10314
"40.68137, -73.94063",11216
"40.82751, -73.92495",10451
"40.594444, -73.98602",11214
"40.71927, -73.790306",11432
"40.590107, -73.814095",11693
"40.632042, -74.13293",10302
"40.795383, -73.92994",10035
"40.82952, -73.92498",10452
"40.8283, -73.88296",10472
"40.625698, -73.99466",11219
"40.78363, -73.94353",10009
"40.63515, -74.14068",10302
"40.634434, -74.0388",11209
"40.70025, -73.93774",11206
"40.59087, -73.801285",12692
"40.833183, -73.93022",10452
"40.791904, -73.94151",10029
"40.84588, -73.904755",10457
"40.591022, -74.100914",10304
"40.625546, -73.93998",11210
"40.808437, -73.904724",10454
"40.710716, -73.981544",11251
"40.745113, -73.98067",10016
"40.619576, -74.00461",11228
"40.579212, -73.976265",11224
"40.69637, -73.99725",11201
"40.70321, -73.94626",11206
"40.630512, -73.957306",11235
"40.665226, -73.92319",11212
"40.697678, -73.916374",11237
"40.88432, -73.91374",10463
"40.68409, -73.80169",11435
"40.75488, -73.89929",11377
"40.730038, -73.926796",11211
"40.720615, -73.84211",11375
"40.757004, -73.92611",11106
"40.62104, -73.9995",11228
"40.83923, -73.92579",10452
"40.58581, -73.960335",11235
"40.747448, -73.94146",11101
"40.575203, -74.169846",10312
"40.600807, -74.13881",10314
"40.605408, -73.984",11223
"40.712055, -73.75319",11423
"40.671864, -73.87834",11208
"40.843777, -73.90947",10457
"40.75005, -73.80634",11358
"40.531563, -74.205284",10309
"40.62278, -74.165085",10303
"40.69624, -73.973465",11205
"40.76989, -73.880455",11371
"40.69614, -73.92726",11221
"40.82532, -73.94574",10031
"40.875328, -73.869225",10467
"40.7266, -73.789116",11365
"40.823708, -73.879",10472
"40.846867, -73.90876",10453
"40.683437, -73.92917",11233
"40.669712, -73.94774",11225
"40.76407, -73.80914",11354
"40.696297, -73.874756",11421
"40.783867, -73.85497",11356
"40.607964, -74.162346",10314
"40.699276, -73.988594",11242
"40.838467, -73.94375",10032
"40.605633, -74.07416",10305
"40.885098, -73.90066",10463
"40.605618, -73.75666",11691
"40.68347, -73.99973",11231
"40.583466, -73.988304",11214
"40.840424, -73.92239",10452
"40.768684, -73.90668",11105
"40.813114, -73.93147",10030
"40.88622, -73.86711",10470
"40.611877, -74.13816",10314
"40.74576, -73.92581",11104
"40.60952, -73.74591",11691
"40.870415, -73.91515",10034
"40.78593, -73.84777",11356
"40.636803, -73.939415",11210
"40.8442, -73.93566",10033
"40.79337, -73.93274",10035
"40.649384, -73.86995",11239
"40.830402, -73.837654",10461
"40.73043, -74.00013",10012
"40.62555, -74.14051",10302
"40.752556, -73.92972",11101
"40.845436, -73.92857",10033
"40.869656, -73.898926",10468
"40.640434, -74.131935",10302
"40.678703, -73.781746",11434
"40.7923, -73.95046",10029
"40.701008, -73.86818",11421
"40.588, -73.80729",11693
"40.65444, -73.89081",11207
"40.679203, -73.9553",11225
"40.633347, -73.99387",11219
"40.551723, -74.170006",10312
"40.73941, -74.0054",10014
"40.77895, -73.92079",11105
"40.755116, -74.00248",10001
"40.59582, -73.77233",11691
"40.738758, -74.00811",10014
"40.696068, -73.97152",11251
"40.872128, -73.88248",10458
"40.57597, -73.84801",11694
"40.865345, -73.90849",10468
"40.600704, -74.12071",10314
"40.841347, -73.9169",10452
"40.71205, -73.815254",11435
"40.63657, -74.03661",11209
"40.784554, -73.85502",11356
"40.733303, -73.99333",10003
"40.597553, -73.99117",11214
"40.710434, -73.838066",11415
"40.69599, -73.73665",11411
"40.674694, -73.78435",11412
"40.60168, -74.1633",10314
"40.72881, -73.99507",10003
"40.62452, -73.99749",11204
"40.768974, -73.773766",11361
"40.769634, -73.94841",10075
"40.78324, -73.97455",10024
"40.57316, -74.114815",10306
"40.68305, -73.97377",11215
"40.72032, -73.99405",10012
"40.755337, -73.843254",11368
"40.683647, -73.94688",11216
"40.75882, -73.805145",11358
"40.687126, -73.993614",11201
"40.60635, -74.13983",10314
"40.885586, -73.90589",10463
"40.675297, -73.73336",11422
"40.689922, -73.92281",11221
"40.546707, -74.19913",10312
"40.681046, -73.94346",11216
"40.697075, -73.93185",11221
"40.609707, -73.819046",11693
"40.80801, -73.88961",10474
"40.717922, -73.9931",10002
"40.611576, -74.17615",10314
"40.67681, -73.91924",11233
"40.857838, -73.932045",10040
"40.82439, -73.8363",10465
"40.785038, -73.94104",10029
"40.626854, -74.13319",10302
"40.779106, -73.81729",11357
"40.602192, -73.75523",11691
"40.7539366, -73.8602884",11375
"40.748306, -73.87104",11373
"40.734657, -74.00475",10014
"40.67002, -73.78312",11434
"40.714333, -73.92946",11237
"40.807213, -73.906334",10454
"40.77162, -73.87477",11371
"40.68879, -73.91691",11221
"40.73902, -73.97335",10010
"40.704422, -73.792854",11433
"40.704647, -73.77192",11412
"40.704403, -73.814445",11435
"40.66652, -73.81354",11420
"40.720005, -73.78463",11423
"40.821106, -73.93575",10039
"40.843174, -73.91196",10453
"40.751575, -73.982285",10018
"40.667778, -73.80127",11436
"40.696163, -73.76881",11412
"40.73251, -73.857056",11374
"40.7042, -73.815254",11427
"40.76374, -73.86337",11369
"40.67973, -73.75148",11422
"40.858418, -73.88514",10458
"40.70637, -73.75554",11412
"40.574986, -73.99962",11224
"40.715935, -73.81468",11432
"40.862312, -73.929436",10040
"40.738476, -73.79729",11365
"40.669926, -73.89149",11207
"40.657413, -73.983",11215
"40.60267, -74.1841",10314
"40.689953, -73.826004",11419
"40.8351, -73.919464",10456
"40.761982, -73.87896",11369
"40.715645, -73.90145",11378
"40.74147, -73.985435",10010
"40.755013, -73.93434",11101
"40.780228, -73.96137",10028
"40.8325, -73.92811",10452
"40.79935, -73.95908",10025
"40.75537, -73.98746",10036
"40.69687, -73.923035",11221
"40.777412, -73.978806",10025
"40.60988, -74.08722",10304
"40.67825, -73.87611",11208
"40.6502, -73.91963",11236
"40.839466, -73.93721",10032
"40.76459, -73.75873",11361
"40.753475, -73.99254",10018
"40.787655, -73.977066",10024
"40.731873, -74.00879",10014
"40.693752, -73.9862",11201
"40.88471, -73.83131",10475
"40.613056, -73.95816",11230
"40.68723, -73.78711",11434
"40.541992, -74.1617",10312
"40.779488, -73.82224",11357
"40.789673, -73.96986",10024
"40.77506, -73.913864",11105
"40.695026, -73.75643",11412
"40.7313, -74.01047",10014
"40.82967, -73.89384",10459
"40.85391, -73.88364",10458
"40.724255, -73.98485",10009
"40.730476, -73.87904",11373
"40.83643, -73.87415",10460
"40.66516, -73.790146",11436
"40.8324, -73.870384",10472
"40.8511, -73.90468",10457
"40.599873, -73.761566",11691
"40.76791, -73.92542",11102
"40.709755, -73.95707",11211
"40.667976, -73.79814",11436
"40.691113, -73.838425",11416
"40.593124, -73.79148",11692
"40.594894, -73.98677",11214
"40.714043, -73.92634",11211
"40.684856, -73.79899",11436
"40.67665, -73.780655",11434
"40.895523, -73.8504",10466
"40.828728, -73.914734",10456
"40.57987, -73.95667",11235
"40.749733, -73.936104",11101
